"seqn","age_years","age_group","sex","race_eth","educ_level","pir"
"131023","66","60+","2","6","5","2.59"
"131024","63","60+","1","3","3","3.82"
"131025","29","18-29","2","3","3","1.07"
"131026","71","60+","2","3","3","2.73"
"131027","41","40-49","2","3","4",NULL
"131028","64","60+","2","3","3","3.8"
"131029","5",NULL,"2","2",NULL,"3.47"
"131030","35","30-39","1","3","2","1.51"
"131031","25","18-29","2","3","5",NULL
"131032","18","18-29","2","3",NULL,"5"
"131033","63","60+","2","3","3","3.3"
"131034","31","30-39","2","4","3",NULL
"131035","18","18-29","1","2",NULL,"5"
"131036","46","40-49","2","1","2","1.55"
"131037","26","18-29","2","3","5","3.7"
"131038","40","40-49","2","1","4","1.05"
"131039","37","30-39","1","4","4","2.93"
"131040","8",NULL,"2","3",NULL,"1.07"
"131041","80","60+","1","3","5","2.62"
"131042","60","60+","2","4","3","1.25"
"131043","2",NULL,"2","3",NULL,NULL
"131044","64","60+","2","3","5","5"
"131045","66","60+","1","3","5","5"
"131046","43","40-49","1","3","3","4.05"
"131047","4",NULL,"2","6",NULL,NULL
"131048","18","18-29","1","3",NULL,NULL
"131049","13",NULL,"2","6",NULL,"2.96"
"131050","75","60+","1","3","5","1.86"
"131051","62","60+","1","4","2","0.81"
"131052","80","60+","2","4","1",NULL
"131053","58","50-59","2","3","4","1.57"
"131054","56","50-59","1","4","2","0.75"
"131055","71","60+","2","4","3","0.19"
"131056","35","30-39","2","3","4","2.4"
"131057","80","60+","1","3","5","2.18"
"131058","55","50-59","1","4","5","0.61"
"131059","70","60+","1","6","5","5"
"131060","36","30-39","2","3","5","4.49"
"131061","72","60+","1","3","2","3.34"
"131062","78","60+","2","3","3","2.94"
"131063","37","30-39","2","1","5","5"
"131064","16",NULL,"2","1",NULL,NULL
"131065","65","60+","1","3","3","1.37"
"131066","60","60+","1","4","5","3.6"
"131067","46","40-49","1","3","3",NULL
"131068","4",NULL,"2","1",NULL,"0.57"
"131069","8",NULL,"1","3",NULL,"0.4"
"131070","39","30-39","1","2","5",NULL
"131071","5.397605346934028e-79",NULL,"1","3",NULL,NULL
"131072","4",NULL,"2","1",NULL,NULL
"131073","63","60+","1","3","4","5"
"131074","43","40-49","1","3","5","5"
"131075","61","60+","1","3","3","5.397605346934028e-79"
"131076","75","60+","1","1","3","3.47"
"131077","47","40-49","1","4","4","3.22"
"131078","18","18-29","2","4",NULL,NULL
"131079","38","30-39","1","3","5","3.77"
"131080","8",NULL,"1","7",NULL,"1.34"
"131081","6",NULL,"1","3",NULL,"5"
"131082","31","30-39","2","4","4","2.05"
"131083","52","50-59","2","2","2","1.18"
"131084","36","30-39","2","3","5","5"
"131085","80","60+","1","3","5","2.32"
"131086","15",NULL,"2","1",NULL,"0.99"
"131087","6",NULL,"2","3",NULL,"5"
"131088","20","18-29","2","3","4","1.37"
"131089","2",NULL,"1","4",NULL,"0.3"
"131090","80","60+","1","4","1",NULL
"131091","63","60+","1","3","4","5"
"131092","79","60+","2","3","3","5"
"131093","36","30-39","1","1","5","3.4"
"131094","26","18-29","2","3","5","5"
"131095","50","50-59","2","3","2","4.1"
"131096","15",NULL,"1","3",NULL,"2.03"
"131097","75","60+","2","3","5","1.51"
"131098","65","60+","2","2","5","4.15"
"131099","62","60+","2","3","3","5"
"131100","70","60+","2","2","3","1.3"
"131101","2",NULL,"1","6",NULL,NULL
"131102","32","30-39","2","4","3",NULL
"131103","7",NULL,"2","1",NULL,NULL
"131104","4",NULL,"2","3",NULL,"5"
"131105","2",NULL,"1","4",NULL,"1.25"
"131106","57","50-59","2","7","5","5"
"131107","80","60+","1","3","5","2.33"
"131108","68","60+","2","3","4","3.39"
"131109","67","60+","1","3","1","0.96"
"131110","13",NULL,"1","3",NULL,"0.02"
"131111","13",NULL,"1","3",NULL,NULL
"131112","42","40-49","1","7","4","4.6"
"131113","10",NULL,"1","3",NULL,"3.06"
"131114","48","40-49","1","4","4","0.49"
"131115","18","18-29","1","3",NULL,NULL
"131116","55","50-59","1","3","3","3.13"
"131117","61","60+","1","3","5","4.67"
"131118","73","60+","1","3","4",NULL
"131119","80","60+","1","7","2","1.03"
"131120","62","60+","2","2","5","2.73"
"131121","80","60+","2","3","5","1.65"
"131122","51","50-59","2","6","5",NULL
"131123","2",NULL,"1","1",NULL,"1.03"
"131124","80","60+","1","3","3","1.64"
"131125","2",NULL,"1","7",NULL,NULL
"131126","76","60+","1","3","5","5"
"131127","54","50-59","1","3","5","2.21"
"131128","14",NULL,"1","7",NULL,"1.91"
"131129","69","60+","2","3","4","2.18"
"131130","75","60+","2","3","4",NULL
"131131","55","50-59","1","3","3","5.397605346934028e-79"
"131132","80","60+","1","3","4","1.91"
"131133","2",NULL,"1","3",NULL,"5"
"131134","15",NULL,"2","3",NULL,"5"
"131135","64","60+","2","3","4","2.71"
"131136","38","30-39","2","3","5","4.31"
"131137","67","60+","2","2","3","4.05"
"131138","16",NULL,"1","2",NULL,"2.17"
"131139","40","40-49","2","3","5","5"
"131140","11",NULL,"2","7",NULL,"1"
"131141","15",NULL,"1","4",NULL,"0.01"
"131142","12",NULL,"1","2",NULL,"1.59"
"131143","46","40-49","1","3","5",NULL
"131144","43","40-49","2","4","3","3.28"
"131145","10",NULL,"1","3",NULL,"1.61"
"131146","10",NULL,"1","4",NULL,NULL
"131147","25","18-29","2","6","5","3.62"
"131148","66","60+","1","7","4","3.7"
"131149","19","18-29","2","3",NULL,NULL
"131150","52","50-59","2","3","3","3.27"
"131151","3",NULL,"1","3",NULL,"5"
"131152","56","50-59","1","3","5","5"
"131153","51","50-59","2","4","4",NULL
"131154","9",NULL,"2","3",NULL,"3.84"
"131155","59","50-59","1","3","5","5"
"131156","33","30-39","2","2","4","5"
"131157","80","60+","2","3","3","1.65"
"131158","45","40-49","1","7","1","0.82"
"131159","56","50-59","1","2","1","1.07"
"131160","43","40-49","1","3","5","5"
"131161","43","40-49","2","4","4","1.97"
"131162","8",NULL,"1","7",NULL,"2.42"
"131163","34","30-39","1","3","5","2.85"
"131164","27","18-29","1","1","2",NULL
"131165","11",NULL,"2","3",NULL,"1.3"
"131166","7",NULL,"1","2",NULL,"0.48"
"131167","5.397605346934028e-79",NULL,"2","3",NULL,"3.6"
"131168","16",NULL,"1","1",NULL,NULL
"131169","78","60+","2","3","4","5"
"131170","25","18-29","2","4","3","0.37"
"131171","11",NULL,"2","3",NULL,"2.5"
"131172","74","60+","1","3","5","3.55"
"131173","13",NULL,"2","3",NULL,"2.98"
"131174","4",NULL,"2","3",NULL,"5"
"131175","10",NULL,"2","3",NULL,"4.33"
"131176","2",NULL,"2","3",NULL,"2.83"
"131177","79","60+","2","3","2","1.75"
"131178","65","60+","2","3","3","0.79"
"131179","4",NULL,"1","3",NULL,"1.19"
"131180","73","60+","2","2","2","4.62"
"131181","32","30-39","2","3","5","4.86"
"131182","14",NULL,"2","1",NULL,"2.31"
"131183","75","60+","2","3","5","3.57"
"131184","8",NULL,"2","3",NULL,"5"
"131185","65","60+","2","3","5","0.38"
"131186","15",NULL,"1","2",NULL,NULL
"131187","59","50-59","1","1","1","1.9"
"131188","75","60+","1","4","4","0.88"
"131189","12",NULL,"1","1",NULL,"2.28"
"131190","16",NULL,"2","3",NULL,NULL
"131191","65","60+","2","3","5","4.92"
"131192","51","50-59","1","2","2","5.397605346934028e-79"
"131193","71","60+","1","3","5","3.3"
"131194","49","40-49","1","4","4","3.11"
"131195","48","40-49","2","3","4","0.34"
"131196","23","18-29","1","2","2","0.93"
"131197","59","50-59","1","4","5",NULL
"131198","1",NULL,"2","2",NULL,NULL
"131199","79","60+","2","4","2","3.91"
"131200","32","30-39","2","3","5","2.31"
"131201","64","60+","1","4","4",NULL
"131202","80","60+","1","3","5","5"
"131203","78","60+","2","3","3","2.46"
"131204","64","60+","2","6","2","2.18"
"131205","62","60+","2","4","5","2.79"
"131206","2",NULL,"2","1",NULL,"1.07"
"131207","14",NULL,"1","6",NULL,"5"
"131208","61","60+","1","3","4","4.59"
"131209","20","18-29","2","1","4",NULL
"131210","35","30-39","2","3","5","5"
"131211","30","30-39","2","3","3","4.4"
"131212","1",NULL,"1","3",NULL,NULL
"131213","8",NULL,"2","4",NULL,"0.23"
"131214","17",NULL,"1","7",NULL,"1.22"
"131215","68","60+","2","3","3",NULL
"131216","15",NULL,"1","1",NULL,"1.94"
"131217","6",NULL,"2","6",NULL,NULL
"131218","27","18-29","2","3","4","5"
"131219","57","50-59","2","3","3",NULL
"131220","35","30-39","1","3","4","3.57"
"131221","13",NULL,"2","3",NULL,"3.42"
"131222","33","30-39","1","3","3","1.86"
"131223","2",NULL,"1","3",NULL,"5"
"131224","80","60+","2","3","3",NULL
"131225","32","30-39","2","4","4","0.42"
"131226","16",NULL,"2","3",NULL,"2.19"
"131227","70","60+","1","3","5","5"
"131228","61","60+","1","3","5","5"
"131229","58","50-59","2","3","5","2.33"
"131230","21","18-29","2","4","5","0.52"
"131231","5.397605346934028e-79",NULL,"2","7",NULL,"0.74"
"131232","41","40-49","1","1","3",NULL
"131233","15",NULL,"1","3",NULL,"0.65"
"131234","67","60+","2","3","5","4.8"
"131235","8",NULL,"2","4",NULL,NULL
"131236","5",NULL,"1","6",NULL,"4.45"
"131237","2",NULL,"1","4",NULL,"0.23"
"131238","44","40-49","1","3","3","2.34"
"131239","68","60+","2","3","5","4.12"
"131240","48","40-49","2","2","4","3.17"
"131241","58","50-59","1","3","5","5"
"131242","35","30-39","2","3","5","1.78"
"131243","14",NULL,"1","3",NULL,NULL
"131244","79","60+","2","3","3",NULL
"131245","63","60+","2","3","4","1.99"
"131246","73","60+","1","2","2",NULL
"131247","62","60+","1","3","4","5"
"131248","20","18-29","2","3","2","1.94"
"131249","52","50-59","2","3","5","5"
"131250","18","18-29","2","4",NULL,"1.89"
"131251","65","60+","2","3","4","2.86"
"131252","6",NULL,"2","3",NULL,"0.06"
"131253","80","60+","1","3","3","5"
"131254","53","50-59","2","7","4","2.8"
"131255","40","40-49","1","4","5",NULL
"131256","22","18-29","1","3","4",NULL
"131257","67","60+","1","7","5",NULL
"131258","41","40-49","1","3","3","2.33"
"131259","9",NULL,"1","3",NULL,"3.08"
"131260","33","30-39","2","3","4","0.88"
"131261","2",NULL,"1","4",NULL,"0.38"
"131262","16",NULL,"1","4",NULL,"3.06"
"131263","48","40-49","1","3","5","5"
"131264","36","30-39","2","3","5","2.74"
"131265","5.397605346934028e-79",NULL,"1","3",NULL,"3.34"
"131266","44","40-49","2","3","5","4.34"
"131267","15",NULL,"2","4",NULL,"1.3"
"131268","42","40-49","2","3","3","2.08"
"131269","33","30-39","1","3","4","3.68"
"131270","62","60+","2","4","3","1.4"
"131271","55","50-59","1","3","4","3.44"
"131272","19","18-29","2","6",NULL,"0.23"
"131273","63","60+","1","3","5","5"
"131274","3",NULL,"1","3",NULL,"5"
"131275","5",NULL,"2","3",NULL,"5"
"131276","5.397605346934028e-79",NULL,"2","7",NULL,"3.14"
"131277","39","30-39","2","3","5",NULL
"131278","10",NULL,"1","2",NULL,"0.77"
"131279","50","50-59","1","4","3",NULL
"131280","3",NULL,"2","3",NULL,"3.33"
"131281","80","60+","2","3","3",NULL
"131282","28","18-29","2","3","5","2.79"
"131283","24","18-29","1","3","5","5"
"131284","72","60+","1","2","3","5"
"131285","72","60+","2","3","4","2.35"
"131286","1",NULL,"2","3",NULL,"2.45"
"131287","67","60+","2","3","3","2.75"
"131288","19","18-29","1","1",NULL,NULL
"131289","8",NULL,"1","3",NULL,"3.53"
"131290","38","30-39","1","7","5",NULL
"131291","62","60+","2","3","4","4.06"
"131292","57","50-59","1","7","4","1.23"
"131293","51","50-59","2","1","2",NULL
"131294","69","60+","2","3","4",NULL
"131295","8",NULL,"1","4",NULL,"2.56"
"131296","39","30-39","1","4","4",NULL
"131297","12",NULL,"2","4",NULL,"0.25"
"131298","36","30-39","1","3","4","3.39"
"131299","65","60+","1","4","3","1.58"
"131300","41","40-49","2","3","5","2.82"
"131301","35","30-39","1","3","4","0.45"
"131302","56","50-59","2","2","3","1.09"
"131303","6",NULL,"2","3",NULL,"2.82"
"131304","4",NULL,"1","2",NULL,"0.88"
"131305","23","18-29","1","3","5","2.33"
"131306","8",NULL,"2","3",NULL,"1.86"
"131307","73","60+","2","3","5","4.56"
"131308","32","30-39","1","3","5","4.78"
"131309","22","18-29","2","1","5","0.82"
"131310","45","40-49","1","3","5","2.92"
"131311","4",NULL,"1","3",NULL,"5"
"131312","80","60+","2","7","2","1.53"
"131313","23","18-29","2","3","5",NULL
"131314","15",NULL,"1","3",NULL,"4.22"
"131315","61","60+","2","2","4","3.28"
"131316","19","18-29","2","7",NULL,NULL
"131317","10",NULL,"2","2",NULL,"0.72"
"131318","58","50-59","2","3","4","1.12"
"131319","9",NULL,"1","3",NULL,"5"
"131320","65","60+","1","4","4","5"
"131321","13",NULL,"2","2",NULL,"0.34"
"131322","70","60+","2","7","2","1.72"
"131323","27","18-29","2","3","5","2.61"
"131324","80","60+","1","3","2",NULL
"131325","9",NULL,"2","3",NULL,"3.13"
"131326","63","60+","1","3","5","5"
"131327","63","60+","2","4","3","0.98"
"131328","62","60+","1","4","4","4.34"
"131329","15",NULL,"1","2",NULL,"1.59"
"131330","56","50-59","1","3","3","3.3"
"131331","77","60+","2","3","3","2.41"
"131332","42","40-49","2","4","5","4.88"
"131333","76","60+","1","4","3","3.55"
"131334","28","18-29","2","3","4","4.32"
"131335","14",NULL,"1","2",NULL,"5.397605346934028e-79"
"131336","3",NULL,"2","4",NULL,"1.71"
"131337","36","30-39","1","3","4",NULL
"131338","33","30-39","2","3","5","2.77"
"131339","74","60+","1","2","1","0.75"
"131340","60","60+","1","1","2","1.71"
"131341","36","30-39","2","3","4","2.47"
"131342","61","60+","2","3","5","4.67"
"131343","11",NULL,"1","4",NULL,"3.87"
"131344","2",NULL,"2","1",NULL,NULL
"131345","9",NULL,"1","3",NULL,"2.47"
"131346","61","60+","1","3","3","5"
"131347","68","60+","1","2","3","2.83"
"131348","70","60+","2","1","2","1.51"
"131349","56","50-59","2","3","5","5"
"131350","66","60+","1","3","3","3.6"
"131351","65","60+","1","3","3","2.16"
"131352","35","30-39","1","3","4","3.98"
"131353","56","50-59","2","3","3","3.76"
"131354","3",NULL,"2","4",NULL,"1.86"
"131355","9",NULL,"2","7",NULL,"0.96"
"131356","6",NULL,"2","2",NULL,NULL
"131357","80","60+","1","4","5",NULL
"131358","13",NULL,"1","3",NULL,"1.12"
"131359","31","30-39","2","3","5","5"
"131360","28","18-29","2","3","4",NULL
"131361","80","60+","1","3","3","1.69"
"131362","16",NULL,"2","2",NULL,"1.46"
"131363","39","30-39","2","3","5","5"
"131364","3",NULL,"1","2",NULL,"4.67"
"131365","63","60+","2","4","1","2.11"
"131366","44","40-49","2","3","5","5"
"131367","58","50-59","2","2","1",NULL
"131368","74","60+","2","3","5","5"
"131369","66","60+","2","6","5","3.66"
"131370","4",NULL,"1","1",NULL,NULL
"131371","5",NULL,"1","6",NULL,"5"
"131372","36","30-39","2","4","4",NULL
"131373","65","60+","2","3","5","5"
"131374","4",NULL,"1","3",NULL,"4.31"
"131375","9",NULL,"1","3",NULL,"2.79"
"131376","8",NULL,"1","3",NULL,"5"
"131377","3",NULL,"2","1",NULL,NULL
"131378","7",NULL,"1","4",NULL,"1.28"
"131379","14",NULL,"2","6",NULL,NULL
"131380","16",NULL,"1","4",NULL,"1.52"
"131381","76","60+","2","3","2","3.28"
"131382","8",NULL,"1","4",NULL,"0.5"
"131383","67","60+","2","3","4","2.54"
"131384","17",NULL,"2","3",NULL,"5"
"131385","59","50-59","1","2",NULL,NULL
"131386","35","30-39","1","3","5","5"
"131387","69","60+","2","3","5","5"
"131388","7",NULL,"2","2",NULL,"0.91"
"131389","54","50-59","1","3","5","4.05"
"131390","70","60+","1","2","2","1.07"
"131391","70","60+","2","4","2","2.46"
"131392","59","50-59","1","3","5","5"
"131393","49","40-49","1","2","4","2.94"
"131394","18","18-29","1","7",NULL,"1.57"
"131395","10",NULL,"1","4",NULL,"4.32"
"131396","18","18-29","2","1",NULL,"1.12"
"131397","66","60+","1","3","4","5"
"131398","8",NULL,"2","2",NULL,NULL
"131399","48","40-49","1","3","4","4.48"
"131400","16",NULL,"2","1",NULL,"1.01"
"131401","35","30-39","2","6","5",NULL
"131402","11",NULL,"2","2",NULL,"1.12"
"131403","63","60+","2","3","4","5"
"131404","13",NULL,"2","6",NULL,NULL
"131405","22","18-29","1","4","3","2.79"
"131406","16",NULL,"2","4",NULL,"4.1"
"131407","43","40-49","2","4","3",NULL
"131408","19","18-29","2","3",NULL,"5"
"131409","4",NULL,"1","3",NULL,"3.6"
"131410","59","50-59","2","3","4","5"
"131411","53","50-59","2","3","5","5"
"131412","21","18-29","2","4","3","1.71"
"131413","8",NULL,"2","3",NULL,NULL
"131414","43","40-49","1","3","5","4.33"
"131415","12",NULL,"1","2",NULL,"0.83"
"131416","41","40-49","2","3","4","1.37"
"131417","4",NULL,"2","6",NULL,NULL
"131418","76","60+","2","4","4","4"
"131419","77","60+","1","3","4","2.69"
"131420","18","18-29","2","3",NULL,"4.03"
"131421","18","18-29","1","3",NULL,"3.47"
"131422","80","60+","1","3","4","1.35"
"131423","77","60+","1","2","3","2.05"
"131424","50","50-59","1","2","2","1.1"
"131425","3",NULL,"2","1",NULL,"1.1"
"131426","60","60+","2","4","4","0.78"
"131427","74","60+","1","3","3","3.02"
"131428","71","60+","1","3","5","5"
"131429","10",NULL,"1","6",NULL,"1.37"
"131430","3",NULL,"1","1",NULL,NULL
"131431","48","40-49","2","6","5","5"
"131432","49","40-49","1","3","5",NULL
"131433","25","18-29","2","6","5","5"
"131434","16",NULL,"1","7",NULL,"5"
"131435","5.397605346934028e-79",NULL,"2","3",NULL,"5"
"131436","67","60+","2","3","4","5"
"131437","61","60+","2","7","4",NULL
"131438","17",NULL,"2","3",NULL,"5"
"131439","35","30-39","2","3","3","1.61"
"131440","7",NULL,"1","7",NULL,"5"
"131441","30","30-39","1","2","4",NULL
"131442","23","18-29","1","3","5","2.3"
"131443","10",NULL,"1","4",NULL,"0.61"
"131444","23","18-29","2","3","5","1.34"
"131445","12",NULL,"1","4",NULL,"0.01"
"131446","50","50-59","2","1","2",NULL
"131447","71","60+","1","3","5","5"
"131448","3",NULL,"2","4",NULL,"3.69"
"131449","79","60+","2","2","1","2.4"
"131450","80","60+","2","3","5","3.68"
"131451","5.397605346934028e-79",NULL,"1","3",NULL,"2.86"
"131452","64","60+","2","3","4","1.06"
"131453","27","18-29","1","3","3","1.48"
"131454","11",NULL,"2","7",NULL,"0.81"
"131455","65","60+","2","4","4",NULL
"131456","71","60+","1","3","4","5"
"131457","73","60+","2","7","4",NULL
"131458","73","60+","1","7","5","5"
"131459","80","60+","2","2","4","5"
"131460","49","40-49","1","4","4","5"
"131461","24","18-29","1","4","3","1.91"
"131462","64","60+","2","7","4","0.69"
"131463","35","30-39","2","3","4","1.91"
"131464","25","18-29","1","3","5","4.45"
"131465","5",NULL,"1","3",NULL,"3.7"
"131466","16",NULL,"1","3",NULL,"3.22"
"131467","13",NULL,"1","7",NULL,"2.92"
"131468","27","18-29","1","2","3","5"
"131469","21","18-29","1","3","5","0.55"
"131470","15",NULL,"2","7",NULL,"3.69"
"131471","59","50-59","1","3","4","2.84"
"131472","8",NULL,"2","3",NULL,"5"
"131473","80","60+","2","3","5",NULL
"131474","56","50-59","2","3","3","3.9"
"131475","8",NULL,"2","3",NULL,"5"
"131476","36","30-39","2","3","5","5"
"131477","68","60+","1","3","5",NULL
"131478","1",NULL,"1","4",NULL,"0.48"
"131479","32","30-39","1","3","4","1.3"
"131480","5",NULL,"2","2",NULL,NULL
"131481","51","50-59","2","3","4","1.65"
"131482","9",NULL,"2","4",NULL,"5"
"131483","53","50-59","2","3","4","4.82"
"131484","46","40-49","1","3","5","5"
"131485","5.397605346934028e-79",NULL,"2","1",NULL,NULL
"131486","25","18-29","2","3","3","3.28"
"131487","19","18-29","2","4",NULL,"5"
"131488","39","30-39","2","7","4","1.51"
"131489","23","18-29","2","4","3","1.09"
"131490","28","18-29","1","1","3",NULL
"131491","52","50-59","1","3","5","5"
"131492","13",NULL,"2","2",NULL,"0.3"
"131493","12",NULL,"1","2",NULL,NULL
"131494","33","30-39","1","1","3",NULL
"131495","70","60+","2","3","5","5"
"131496","16",NULL,"2","3",NULL,"2.41"
"131497","5.397605346934028e-79",NULL,"1","6",NULL,"1.39"
"131498","41","40-49","2","4","2","0.14"
